ISBN,title,author,year,total_ratings,average_rating
0061099155,People of Darkness (Jim Chee Novels),Tony Hillerman,1991,10,8.6
0671532642,RESTAURNT END UNIV (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1984,10,8.6
0345452577,The Conspiracy Club,JONATHAN KELLERMAN,2003,10,8.6
0440472431,Ramona and Her Mother (Ramona Quimby (Paperback)),Beverly Cleary,1980,10,8.6
0156658992,The Nine Tailors,Dorothy Leigh Sayers,1966,5,8.6
0778320103,Picture Me Dead,Heather Graham,2004,5,8.6
0743444078,CSI: Cold Burn,Max Allan Collins,2003,5,8.6
0380792486,Outlaw Mountain: A Joanna Brady Mystery,J.A. Jance,2004,5,8.6
038081918X,Getting Lucky (Avon Light Contemporary Romances),Susan Andersen,2003,5,8.6
0060234814,"The Lion, the Witch and the Wardrobe (The Chronicles of Narnia)",C. S. Lewis,1994,5,8.6
0060976977,"Amazing Grace : Lives of Children and the Conscience of a Nation, The",Jonathan Kozol,1996,5,8.6
0756400589,Take a Thief: A Novel of Valdemar,Mercedes Lackey,2002,5,8.6
0446356603,Lovers &amp; Gamblers,Jackie Collins,1991,5,8.6
0586071105,Foundation and Earth,Isaac Asimov,1987,5,8.6
068971310X,The Wind in the Willows,Kenneth Grahame,1989,5,8.6
0525946446,Pen Pals,Olivia Goldsmith,2002,5,8.6
0805029648,Dave Barry's Bad Habits a 100% Fact-Free Book,Dave Barry,1993,5,8.6
0446391069,Leadership Secrets of Attila the Hun,Wess Roberts,1990,5,8.6
8429710329,Mecanoscrit del segon origen (El Trapezi ; 24),Manuel de Pedrolo,1974,5,8.6
2253023906,La Vie Mode D'Emploi,George Perec,2000,5,8.6
0399527257,The Art of Shen Ku: The Ultimate Traveler's Guide : The First Intergalactic Artform of the En  Tire Universe,Zeek,2001,5,8.6
0446404292,Sanctuary Sparrow (Brother Cadfael Mysteries),Ellis Peters,1995,5,8.6
0684868911,The Carousel : A Novel,Richard Paul Evans,2000,5,8.6
0785273425,The Sacred Romance: Drawing Closer to the Heart of God,Brent Curtis,1997,5,8.6
0811201880,Nausea (New Directions Paperbook),Jean-Paul Sartre,1969,5,8.6
0345463935,Dead Certain,MARIAH STEWART,2004,5,8.6
0061020052,Infinity Beach,Jack McDevitt,2001,5,8.6
0743442717,A Very Gothic Christmas (Holiday Classics),Christine Feehan,2002,5,8.6
0285636464,Ewe Too Can Be Happy,Jutta Bauer,2002,5,8.6
0553271369,The Lords of Discipline,Pat Conroy,1986,5,8.6
0698119509,Spindle's End,Robin McKinley,2002,5,8.6
0380776847,"Heaven, Texas",Susan Elizabeth Phillips,1995,5,8.6
0152162577,Deep Wizardry: The Second Book in the Young Wizards Series,Diane Duane,2001,5,8.6
0140292683,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,5,8.6
0679761837,A Natural History of Love,Diane Ackerman,1995,5,8.6
0330482076,Third Time Lucky (The Princess Diaries),Meg Cabot,2001,5,8.6
0451139682,Different Seasons,Stephen King,1983,5,8.6
0345453808,Killjoy,JULIE GARWOOD,2002,5,8.6
0140324623,Anne of Green Gables,L.M. Montgomery,1992,5,8.6
0688175716,Strange but True,John Searles,2004,5,8.6
1573220825,An Instance of the Fingerpost,Iain Pears,1998,5,8.6
0804119813,Master of Temptation,NICOLE JORDAN,2004,5,8.6
0800781562,The Hiding Place,Corrie Ten Boom,1974,5,8.6
0778320227,Edge of Twilight,Maggie Shayne,2004,5,8.6
0553254510,The Light at the End,John Skipp,1992,5,8.6
0380842939,Sacajawea (Lewis &amp; Clark Expedition),Anna L. Waldo,1984,5,8.6
038097827X,The Wolves in the Walls,Neil Gaiman,2003,5,8.6
0689851324,Homecoming,Cynthia Voigt,2002,5,8.6
0440496039,Wolves of Willoughby Chase (Wolves Chronicles),Joan Aiken,1987,5,8.6
0312965680,Wings of Fire (An Ian Rutledge Mystery),Charles Todd,1999,5,8.6
039453512X,The Demon-Haunted World: Science As a Candle in the Dark,Carl Sagan,1996,5,8.6
0689800843,Running Out of Time,Margaret Peterson Haddix,1995,5,8.6
3822860867,"Millennium Art (Postcard book, 30 detachable postcards)",Taschen America,2001,5,8.6
0451150678,Stand,Stephen King,1980,5,8.6
0553573993,A Grave Talent,Laurie R. King,1995,5,8.6
0916856011,Twelve Steps and Twelve Traditions,Alcoholics Anonymous,1989,5,8.6
0812540344,"The Summoning God (The Anasazi Mysteries, Book 2)",Kathleen O'Neal Gear,2001,5,8.6
0192860925,The Selfish Gene,Richard Dawkins,1990,5,8.6
0671701592,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1990,5,8.6
1400060494,The Winter Queen : A Novel,BORIS AKUNIN,2003,5,8.6
1901970310,Little Earth Book,James Bruges,2002,5,8.6
0003300277,"Cascades - \Fahrenheit 451\"" (Collins Cascades)""",Ray Bradbury,1985,5,8.6
0060097469,Dancing in My Nuddy-Pants : Even Further Confessions of Georgia Nicolson (Confessions of Georgia Nicolson),Louise Rennison,2003,5,8.6
157082262X,Where's Piglet? (Mouse Works Peek-a-Pooh Book),A. A. Milne,1995,5,8.6
0330482203,Dry Bones That Dream (An Inspector Banks Mystery),Peter Robinson,2001,5,8.6
0140620516,Dr Jekyll and Mr Hyde (Penguin Popular Classics),Robert Louis Stevenson,1994,5,8.6
0937611018,You Can Heal Your Life/101,Louise L. Hay,1985,5,8.6
0802138004,The Toughest Indian in the World,Sherman Alexie,2001,5,8.6
0061031151,"Bride's Kimono, The",Sujata Massey,2002,5,8.6
0767905288,"The O'Reilly Factor: The Good, the Bad, and the Completely Ridiculous in American Life",Bill O'Reilly,2000,5,8.6
2253044911,"Les Dames du lac, tome 1",Marion Zimmer Bradley,1988,5,8.6
1566192951,The Adventures of Huckleberry Finn,Mark Twain,1994,5,8.6
0821737902,Small Town Girls,Pamela Wallace,1992,5,8.6
0441552773,M.Y.T.H. Inc. Link,Robert Asprin,1991,5,8.6
0887308716,The Joy of Work : Dilbert's Guide to Finding Happiness at the Expense of Your Co-Workers,Scott Adams,1998,5,8.6
2707301485,En Attendant Godot,S. Beckett,1997,5,8.6
0525947752,The Second Chair: A Novel,John T. Lescroart,2004,5,8.6
0553275569,The Right Stuff,Tom Wolfe,1983,5,8.6
0395926882,The Best American Short Stories 2001,Katrina Kenison,2001,5,8.6
0006485200,The Piano Man's Daughter,Timothy Findley,1999,5,8.6
1563893428,Batman: The Dark Knight Returns (Batman (DC Comics Paperback)),DC Comics,1997,5,8.6
1556706804,The Sweetness of Honey and the Sting of Bees : A Book of Love from the Ancient Mediterranean,Michelle Louvric,1997,5,8.6
0452279607,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1997,5,8.6
0439087597,The Last Book in the Universe,Rodman Philbrick,2002,5,8.6
0758203381,The Secret Life of Bryan,Lori Foster,2004,5,8.6
2207252000,La Maison des feuilles,Mark Z. Danielewski,2002,5,8.6
0753503921,Losing My Virginity: The Autobiography,Richard Branson,1999,5,8.6
0886775027,Blood Trail,Tanya Huff,1997,5,8.6
0345414365,The Merro Tree (Del Rey Discovery),Katie Waitman,1997,5,8.6
015644450X,In Love &amp; Trouble: Stories of Black Women,Alice Walker,1974,5,8.6
0156028352,The Color Purple,Alice Walker,2003,5,8.6
074341134X,True to Form : A Novel,Elizabeth Berg,2002,5,8.6
0140376410,"The Ear, the Eye, and the Arm",Nancy Farmer,1995,5,8.6
0451525663,Summer (Signet Classic),Edith Wharton,1993,5,8.6
0310228638,"If You Want to Walk on Water, You've Got to Get Out of the Boat",John Ortberg,2001,5,8.6
0140285679,About a Boy,Nick Hornby,2002,5,8.6
0345330145,The Puppet Masters,Robert A. Heinlein,1994,5,8.6
0553212494,Treasure Island (Bantam Classic),ROBERT LOUIS STEVENSON,1982,5,8.6
1576736423,The Guardian (O'Malley #2),Dee Henderson,2001,5,8.6
0684811073,Undaunted Courage : MERIWETHER LEWIS THOMAS JEFFERSON AND THE OPENING OF THE AMERICAN WEST (Lewis &amp; Clark Expedition),Stephen E. Ambrose,1996,5,8.6
0505524279,"Baby, Oh Baby! (Time of Your Life)",Robin Wells,2001,5,8.6
0374423075,Finn Family Moomintroll,Tove Jansson,1990,5,8.6
0345313755,Texas Fury,FERN MICHAELS,1989,5,8.6
067980112X,The Woman Who Rides Like a Man (Song of the Lioness (Paperback)),Tamora Pierce,1997,5,8.6
0310218039,Eli,Bill Myers,2000,5,8.6
0394755111,Iron and Silk (Vintage Departures),Mark Salzman,1987,5,8.6
0894801996,Chocolate: The Consuming Passion,Sandra Boynton,1982,5,8.6
0449205436,And I Don't Want to Live This Life,Deborah Spungen,1994,5,8.6
0525945741,Blessings from the Other Side: Wisdom and Comfort from the Afterlife for This Life,Sylvia Browne,2000,5,8.6
8484501965,Fahrenheit 451 (Spanish Version),Ray Bradbury,2002,5,8.6
8420633127,Ficciones,Jorge Luis Borges,1997,5,8.6
0786889780,First Person Plural : My Life as a Multiple,Cameron West,1999,5,8.6
0553264931,Emily's Quest,L.M. MONTGOMERY,1983,5,8.6
0064401510,Mrs. Piggle-Wiggle's Magic,Betty MacDonald,1985,5,8.6
034540727X,The Killer Angels,MICHAEL SHAARA,1996,5,8.6
1576739627,The Prayer of Jabez for Women,Darlene Marie Wilkinson,2002,5,8.6
0060924837,"Babycakes (Tales of the City Series, V. 4)",Armistead Maupin,1994,5,8.6
0425062333,"God Emperor of Dune (Dune Chronicles, Book 4)",Frank Herbert,1983,5,8.6
0553575015,Nobody's Darling,TERESA MEDEIROS,1998,5,8.6
0892967811,Cyanide Wells,Marcia Muller,2003,5,8.6
0345315642,The Catch Trap,Marion Zimmer Bradley,1984,5,8.6
3492233651,Und Nietzsche weinte.,Irvin D. Yalom,2001,5,8.6
0859696707,Understanding Your Personality,Patricia Hedges,1993,5,8.6
0312301995,"The Distant Echo (Mcdermid, Val)",Val McDermid,2003,5,8.6
0517064871,Dean R. Koontz: Three Complete Novels : The Servants of Twilight; Darkfall; Phantoms,DEAN KOONTZ,1991,5,8.6
0821772872,The Lion in Glory (Zebra Historical Romance),Shannon Drake,2003,5,8.6
0671722891,TAMING OF THE SHREW,William Shakespeare,1992,5,8.6
0312187688,Used and Rare : Travels in the Book World,Lawrence Goldstone,1998,5,8.6
0373790961,"Looking for Trouble: Invitations to Seduction (Harlequin Blaze, 92)",Julie Elizabeth Leto,2003,5,8.6
0553379534,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",Christiane Northrup,1998,5,8.6
0609600745,The Art of Doing Nothing: Simple Ways to Make Time for Yourself,Veronique Vienne,1998,5,8.6
0843946903,One Rainy Night,Richard Laymon,2000,5,8.6
0452261341,"Gunslinger Tower 1 (Dark Tower, No 1)",Stephen King,1988,5,8.6
034537472X,Sapphire Rose (Elenium (Paperback)),DAVID EDDINGS,1992,5,8.6
0553381350,The Right Stuff,Tom Wolfe,2001,5,8.6
0380423901,Woman of Independence,Elizabeth Forsythe Hailey,1979,5,8.6
0312872399,Kushiel's Chosen (Kushiel's Legacy),Jacqueline Carey,2002,5,8.6
0805004610,"G Is for Gumshoe: A Kinsey Millhone Mystery (Grafton, Sue. Kinsey Millhone Mysteries.)",Sue Grafton,1990,5,8.6
0671620991,Solve Your Child's Sleep Problems,Richard Ferber,1986,5,8.6
0440162041,North and South,John Jakes,1983,5,8.6
2742743510,Une adoration,Nancy Huston,2003,5,8.6
048627053X,Notes from the Underground (Dover Thrift Editions),Fyodor Dostoyevsky,1992,5,8.6
0451207475,The Chocolate Bear Burglary: A Chocoholic Mystery (Chocoholic Mysteries),Joanna Carl,2002,5,8.6
0553575635,"Ship of Magic (The Liveship Traders, Book 1)",Robin Hobb,1999,5,8.6
0201354934,"HTML 4 for the World Wide Web, Fourth Edition: Visual QuickStart Guide (4th Edition)",Elizabeth Castro,1999,5,8.6
0142003697,Michelangelo and the Pope's Ceiling,Ross King,2003,5,8.6
0821768417,Hot Blooded (Zebra Romantic Suspense),Lisa Jackson,2001,5,8.6
0345432711,Hilary and Jackie,Hilary Du Pre,1998,5,8.6
0451126718,Ellis Island,Fred Mustard Stewart,1991,5,8.6
0553208845,Siddhartha,Hermann Hesse,1981,39,8.59
0743439740,"Every Breath You Take : A True Story of Obsession, Revenge, and Murder",Ann Rule,2002,22,8.59
0393050939,Stiff: The Curious Lives of Human Cadavers,Mary Roach,2003,17,8.59
0688163173,Shutter Island: A Novel,Dennis Lehane,2003,17,8.59
0380973650,American Gods: A Novel,Neil Gaiman,2001,17,8.59
0812551478,"Blood of the Fold (Sword of Truth, Book 3)",Terry Goodkind,1997,17,8.59
0140620109,Emma (Penguin Popular Classics),Jane Austen,1994,17,8.59
0671041789,The Green Mile,Stephen King,1999,65,8.58
0142004235,East of Eden (Oprah's Book Club),John Steinbeck,2003,53,8.58
0064471063,The Horse and His Boy,C. S. Lewis,1994,24,8.58
0452262143,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1989,19,8.58
0440400759,Just As Long As We're Together,Judy Blume,1988,12,8.58
0451525264,Les Miserables a New Unabridged Translation (Signet Classics),Victor Hugo,1987,12,8.58
0140293450,About a Boy,Nick Hornby,2000,12,8.58
0525945210,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,1999,12,8.58
0688163165,Mystic River,Dennis Lehane,2001,12,8.58
0312423799,Dry : A Memoir,Augusten Burroughs,2004,12,8.58
0515107662,The Sherbrooke Bride (Bride Trilogy (Paperback)),Catherine Coulter,1996,12,8.58
0553801341,From the Corner of His Eye,Dean R. Koontz,2000,12,8.58
0312955006,The Concrete Blonde (A Harry Bosch Novel),Michael Connelly,1995,12,8.58
0671027344,The Perks of Being a Wallflower,Stephen Chbosky,1999,53,8.57
0679723161,Lolita (Vintage International),VLADIMIR NABOKOV,1989,35,8.57
0064407683,"The Wide Window (A Series of Unfortunate Events, Book 3)",Lemony Snicket,2000,23,8.57
0440967694,The Outsiders,S. E. Hinton,1993,23,8.57
068483376X,Succulent Wild Woman,Sark,1997,21,8.57
0451192036,Black Like Me,John Howard Griffin,1996,14,8.57
0425192032,Lightning,Dean Koontz,2003,14,8.57
0553382179,Sink Reflections,MARLA CILLEY,2002,14,8.57
0425166929,One Last Time: A Psychic Medium Speaks to Those We Have Loved and Lost,John Edward,2000,14,8.57
039480029X,Hop on Pop (I Can Read It All by Myself Beginner Books),Dr. Seuss,1963,14,8.57
0743246071,The Queen's Fool : A Novel,Philippa Gregory,2004,14,8.57
0886775302,Blood Lines (Daw Book Collectors),Tanya Huff,1993,7,8.57
0373790473,"Hot on Her Tail (Harlequin Blaze, No 43)",Karen Anders,2002,7,8.57
2234054036,La Grammaire est une chanson douce,Erik Orsenna,2001,7,8.57
0385474903,Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist,William R. Maples,1994,7,8.57
8445071769,El Senor De Los Anillos: Las DOS Torres (Lord of the Rings (Paperback)),J. R. R. Tolkien,2001,7,8.57
0874778883,Seven Years in Tibet,Heinrich Harrer,1997,7,8.57
3499121581,Rubinroter Dschungel.,Rita Mae Brown,1987,7,8.57
0684853159,The Wasp Factory: A Novel,Iain Banks,1998,7,8.57
055338015X,"Fifty Acres and a Poodle: A Story of Love, Livestock, and Finding Myself on a Farm",Jeanne Marie Laskas,2002,7,8.57
0373285019,Entranced,Nora Roberts,2004,7,8.57
0140195831,If the Buddha Dated: A Handbook for Finding Love on a Spiritual Path,"Charlotte Sophia, Phd. Kasl",1999,7,8.57
0091891965,Dave Gorman's Googlewhack Adventure,Dave Gorman,2004,7,8.57
0140070206,Ironweed,William J. Kennedy,1989,7,8.57
0786865504,World of Pies : A Novel,Karen Stolz,2000,7,8.57
0451127897,Stand,Stephen King,1980,7,8.57
0375704833,"You're an Animal, Viskovitz! (Vintage International (Paperback))",Alessandro Boffa,2003,7,8.57
0880389206,Exile (Forgotten Realms: Dark Elf Trilogy),R. A. Salvatore,1996,7,8.57
0553801945,"The Game (King, Laurie R)",LAURIE R. KING,2004,7,8.57
0515118249,The Cat Who Blew the Whistle,Lilian Jackson Braun,1996,7,8.57
0061031011,Have a Nice Day!: A Tale of Blood and Sweatsocks,Mick Foley,2000,7,8.57
0886779537,Tailchaser's Song,Tad Williams,2000,7,8.57
0061000035,The Dark Wind (Jim Chee Novels),Tony Hillerman,1990,7,8.57
0441748600,To Sail Beyond the Sunset,Robert Heinlein,1996,7,8.57
0553278827,Linda Goodman's Sun Signs,Linda Goodman,1985,7,8.57
0451158717,Who's Afraid of Virginia Woolf?,Edward Albee,1988,7,8.57
0671744615,LEGEND,Jude Deveraux,1996,7,8.57
0765342308,Briar Rose,Jane Yolen,2002,7,8.57
0140140352,Haroun and the Sea of Stories,Salman Rushdie,1991,7,8.57
034539092X,The Great Train Robbery,Michael Crichton,1995,7,8.57
0886774500,"Dragon Prince (Dragon Prince, Book 1)",Melanie Rawn,1994,7,8.57
0743422740,Shotgun Bride (McKettrick Cowboys),Linda Lael Miller,2003,7,8.57
055380202X,The Universe in a Nutshell,S. W. Hawking,2001,7,8.57
0451163516,The Man from St. Petersburg (#1 Author's Classic Spy Thriller),Ken Follett,1991,7,8.57
0312983220,Area 7,Matthew Reilly,2003,7,8.57
055321277X,Dr. Jekyll and Mr. Hyde (Bantam Classics),ROBERT LOUIS STEVENSON,1982,7,8.57
0880385359,"The Crystal Shard (Forgotten Realms: The Icewind Dale Trilogy, Book 1)",R. A. Salvatore,1988,7,8.57
0446531413,On a Night Like This,Ellen Sussman,2004,7,8.57
0345391373,An Incomplete Education,Judy Jones,1995,7,8.57
1551667150,The Widows Of Wichita County,Jodi Thomas,2003,7,8.57
0312990456,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,54,8.56
0446520802,The Notebook,Nicholas Sparks,1996,32,8.56
0446523569,Message in a Bottle,Nicholas Sparks,1998,27,8.56
0875421180,Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,1988,27,8.56
038000321X,Alive : The Story of the Andes Survivors (Avon Nonfiction),Piers Paul Read,1975,18,8.56
0451124340,Different Seasons,Stephen King,1983,18,8.56
0312925883,Not Without My Daughter,Betty Mahmoody,1993,16,8.56
0312289723,Ten Big Ones: A Stephanie Plum Novel,Janet Evanovich,2004,16,8.56
0590457225,Dealing With Dragons (Enchanted Forest Chronicles (Paperback)),Patricia C. Wrede,1992,16,8.56
2742743537,La TreiziÃ?Â¨me cible,Arnauld Pontier,2003,9,8.56
0553380168,A Brief History of Time : The Updated and Expanded Tenth Anniversary Edition,STEPHEN HAWKING,1998,9,8.56
0140013997,My Family and Other Animals.,Gerald Malcolm Durrell,1977,9,8.56
0146000552,"\ Lamb to the Slaughter and Other Stories (Penguin 60s S.)""",Roald Dahl,1995,9,8.56
2877302202,La Tombe des lucioles,Akiyuki Nosaka,1988,9,8.56
0064410137,"The Slippery Slope (A Series of Unfortunate Events, Book 10)",Lemony Snicket,2003,9,8.56
0553379267,A Canticle for Leibowitz (Bantam Spectra Book),Walter M. Miller Jr.,1997,9,8.56
0886774004,"Arrow's Fall (The Heralds of Valdemar, Book 3)",Mercedes Lackey,1996,9,8.56
0849932017,Stick A Geranium In Your Hat And Be Happy!,Barbara Johnson,1990,9,8.56
0060921056,Letters from the Earth,Mark Twain,1991,9,8.56
0786915897,"Dragons of Spring Dawning (Dragonlance Chronicles, Book 3)",Margaret Weis,2000,9,8.56
0140440410,Anna Karenina (Penguin Classics),Leo Tolstoy,1977,9,8.56
0671739735,Velvet Angel,Jude Deveraux,1991,9,8.56
0886773776,"Arrow's Flight (The Heralds of Valdemar, Book 2)",Mercedes Lackey,1987,9,8.56
0060514930,"Dead Ringer (Scottoline, Lisa)",Lisa Scottoline,2003,9,8.56
0312924585,Silence of the Lambs,Thomas Harris,1991,83,8.55
0553274503,Flowers for Algernon (Bantam Classic),DANIEL KEYES,1984,38,8.55
0449911519,Secret History : A Novel,DONNA TARTT,1996,31,8.55
0765342987,Kushiel's Dart,Jacqueline Carey,2002,22,8.55
0553278223,The Martian Chronicles,RAY BRADBURY,1984,22,8.55
0451190572,The Green Mile: Coffey on the Mile (Green Mile Series),Stephen King,1996,20,8.55
0312144075,The Samurai's Garden : A Novel,Gail Tsukiyama,1996,20,8.55
0446602620,Blood Work,Michael Connelly,1998,20,8.55
0449219410,Skin Tight,Carl Hiaasen,1990,11,8.55
0679731377,A History of the World in 10 1/2 Chapters (Vintage International),Julian Barnes,1990,11,8.55
0553109588,More Letters from a Nut,Ted L. Nancy,1998,11,8.55
2253057843,Le Joueur d'Ã?Â©checs,Stefan Zweig,1991,11,8.55
0140043519,Junky,William Burroughs,1985,11,8.55
0451166604,Small Sacrifices: A True Story of Passion and Murder,Ann Rule,1988,11,8.55
0689710887,Greenwitch,Susan Cooper,1986,11,8.55
0380720191,The List of 7,Mark Frost,1994,11,8.55
0140620664,Mansfield Park (Penguin Popular Classics),Jane Austen,1994,11,8.55
006017143X,The Night Listener,Armistead Maupin,2000,11,8.55
0394800028,The Cat in the Hat Comes Back (I Can Read It All by Myself Beginner Books),Dr. Seuss,1958,11,8.55
0590660543,Northern Lights (His Dark Materials S.),Philip Pullman,1998,28,8.54
0679457526,Into Thin Air : A Personal Account of the Mount Everest Disaster,JON KRAKAUER,1997,26,8.54
0679785892,Fear and Loathing in Las Vegas : A Savage Journey to the Heart of the American Dream,HUNTER S. THOMPSON,1998,26,8.54
0425183971,Reunion in Death,J. D. Robb,2002,26,8.54
0316693251,Roses Are Red,James Patterson,2000,24,8.54
0836220625,Far Side Gallery,Gary Larson,1984,13,8.54
8807813025,"Novocento, Un Monologo",Alessandro Baricco,2003,13,8.54
0375701214,The Diving Bell and the Butterfly : A Memoir of Life in Death,JEAN-DOMINIQUE BAUBY,1998,13,8.54
